Suburb|Address|Rooms|Type|Price|Method|SellerG|Date|Distance|Postcode|Bedroom2|Bathroom|Car|Landsize|BuildingArea|YearBuilt|CouncilArea|Lattitude|Longtitude|Regionname|Propertycount
Avondale Heights|107 North Rd|3|h|680000.0|VB|FN|8/07/2017|694731.5321899604|3034.0|3.0|1.0|1.0|596.0|442072.0883713944||Moonee Valley|-37.75718|144.85357|Western Metropolitan|4502.0
Reservoir|1/29 Goulburn Av|2|u|550000.0|S|Barry|3/12/2016|693226.627068301|3073.0|||||1518153.244863765|||||Northern Metropolitan|21650.0
Coburg|44 Saunders St|3|h|1600000.0|S|Raine|3/06/2017|526030.5206057664|3058.0|3.0|2.0|2.0|737.0|2125660.3026632844|1930.0|Moreland|-37.75107|144.95112|Northern Metropolitan|11204.0
Box Hill|14 Standard Av|4|h|1750000.0|S|Ray|25/02/2017|1052475.8297796142|3128.0|||||1858911.1084796803|||||Eastern Metropolitan|4605.0
Prahran|22/55 Union St|2|u|523000.0|S|Biggin|10/12/2016|553241.3960713255|3181.0|||||-35605.787158703664|||||Southern Metropolitan|7717.0
Hawthorn|10/150 Barkers Rd|2|u|715000.0|S|Marshall|27/11/2016|1022020.0772218971|3122.0|2.0|1.0|1.0|0.0|553988.9885735682|2001.0|Boroondara|-37.8142|145.0308|Southern Metropolitan|11308.0
Avondale Heights|43 Riverside Av|3|h|825000.0|S|Brad|8/10/2016|242819.2019160311|3034.0|||||1157542.828433316|||||Western Metropolitan|4502.0
Heidelberg West|187 Southern Rd|2|h|715000.0|S|Haughton|25/02/2017|-280947.07021130517|3081.0|2.0|1.0|3.0|609.0|22095.333970855805||Banyule|-37.7415|145.0391|Eastern Metropolitan|2674.0
Reservoir|9 Kelverne St|3|h|685000.0|S|Nelson|24/06/2017|732646.9560764717|3073.0|3.0|1.0|3.0|494.0|138743.90142285824|1960.0|Darebin|-37.71477|144.98235|Northern Metropolitan|21650.0
Balwyn North|8 Harrington Av|4|h|2040000.0|PI|Jellis|30/07/2016|3259117.339398062|3104.0|||||2952556.119223867|||||Southern Metropolitan|7809.0
Albanvale|51a President Rd|2|u|415000.0|SP|Biggin|12/08/2017|-872321.4513161636|3021.0|||||-112846.60843514756|||||Western Metropolitan|1899.0
East Melbourne|1/187 George St|2|u|700000.0|PI|Harcourts|22/08/2016|1217885.7004763677|3002.0|2.0|2.0|1.0|0.0|1101038.0566340159|1970.0|Melbourne|-37.8153|144.9842|Northern Metropolitan|3040.0
Mont Albert|8 Gawler Ct|4|h|1865000.0|S|Fletchers|6/05/2017|2573017.131773069|3127.0|4.0|2.0|2.0|609.0|699859.9976564462||Whitehorse|-37.8149|145.11|Eastern Metropolitan|2079.0
North Melbourne|22 Melrose St|2|h|970000.0|S|JMRE|3/06/2017|-190359.0852766838|3051.0|2.0|1.0|0.0|102.0|1543494.7823110968|1900.0|Melbourne|-37.79489|144.94207|Northern Metropolitan|6821.0
Northcote|160 Bent St|4|h|1420000.0|S|hockingstuart|28/05/2016|990336.7115696504|3070.0|3.0|1.0|1.0|465.0|776188.9021035853|1890.0|Darebin|-37.7662|144.9889|Northern Metropolitan|11364.0
Fawkner|94 Major Rd|3|h|515000.0|PI|hockingstuart|22/05/2016|634435.2722959743|3060.0|3.0|1.0|1.0|599.0|374087.27511063224|1960.0|Moreland|-37.7071|144.9666|Northern Metropolitan|5070.0
Moonee Ponds|1/263 Union Rd|3|t|1130000.0|S|Brad|27/11/2016|463028.34097081976|3039.0|3.0|2.0|2.0|217.0|697030.3800318503|2013.0|Moonee Valley|-37.7704|144.9162|Western Metropolitan|6232.0
Balwyn|10A Head St|3|h|1380000.0|S|Barry|8/04/2017|1285757.5316499427|3103.0|3.0|2.0|1.0|548.0|634992.9919543171||Boroondara|-37.8021|145.0637|Southern Metropolitan|5682.0
Kew East|3/14 Arden Ct|3|t|1620000.0|S|Fletchers|25/02/2017|1351242.2606332342|3102.0|3.0|2.0|2.0|248.0|1151682.6541233005|2012.0|Boroondara|-37.7923|145.0595|Southern Metropolitan|2671.0
Mernda|9 Powlett St|4|h|596000.0|S|Buckingham|17/06/2017|17342.039214374032|3754.0|4.0|2.0|2.0|512.0|538502.1092456486||Whittlesea|-37.61133|145.0945|Northern Metropolitan|5812.0
Hampton East|2 Harry St|3|h|1195000.0|S|Ray|27/11/2016|1318218.380546285|3188.0|3.0|1.0|2.0|601.0|1729835.7818354068||Bayside|-37.9386|145.0317|Southern Metropolitan|2356.0
Avondale Heights|16 Laura Gr|4|h|900000.0|VB|Nelson|12/08/2017|1898719.5773954904|3034.0|3.0|1.0|1.0|284.0|850887.1256398191|1900.0|Maribyrnong|-37.81335|144.89471|Western Metropolitan|4502.0
Bentleigh East|75a Waratah St|4|t|1100000.0|PI|Buxton|12/11/2016|1490481.6321625013|3165.0|||||1035367.9035017265|||||Southern Metropolitan|10969.0
Templestowe Lower|135 MacEdon Rd|4|h|1100000.0|PI|Barry|19/11/2016|1673109.006959574|3107.0|4.0|2.0|4.0|654.0|1137747.6606294098|1970.0|Manningham|-37.7639|145.1145|Eastern Metropolitan|5420.0
Kensington|53 Rankins Rd|2|h|990000.0|SP|Nelson|3/06/2017|380331.31688139343|3031.0|2.0|1.0|0.0|165.0|1756708.2224876075|1930.0|Melbourne|-37.7902|144.93192|Northern Metropolitan|5263.0
Niddrie|2/50 Jackson St|3|u|700000.0|S|Nelson|18/06/2016|379021.1798340544|3042.0|3.0|1.0|1.0|202.0|295016.658070388||Moonee Valley|-37.7389|144.887|Western Metropolitan|2291.0
Pascoe Vale|10/43 Arndt Rd|2|u|427500.0|S|hockingstuart|20/05/2017|-186468.61485051527|3044.0|2.0|1.0|1.0|134.0|933626.8687893122|1988.0|Moreland|-37.7216|144.9292|Northern Metropolitan|7485.0
Kensington|15 Taylor Mw|2|t|717000.0|S|Nelson|20/05/2017|-521539.0913621367|3031.0|||||363621.7553700057|||||Northern Metropolitan|5263.0
Prahran|610/220 Commercial Rd|2|u|1003000.0|S|hockingstuart|8/07/2017|1655564.025504834|3181.0|2.0|1.0|1.0|0.0|204158.70798782728||Melbourne|-37.80272|144.95174|Southern Metropolitan|7717.0
Keilor East|114 Prospect Dr|3|h|625000.0|S|Harcourts|10/12/2016|42282.71668794227|3033.0|3.0|1.0|2.0|539.0|323409.3877292625||Moonee Valley|-37.7452|144.8511|Western Metropolitan|5629.0
Armadale|44 Denbigh Rd|4|h|3625000.0|S|Jellis|27/11/2016|2636608.669457949|3143.0|4.0|1.0|2.0|709.0|3930059.5631052167|1900.0|Stonnington|-37.8574|145.016|Southern Metropolitan|4836.0
Sunshine|7 Barnett St|3|h|675000.0|S|Bells|13/08/2016|361396.9208250217|3020.0|3.0|1.0|1.0|500.0|112196.54913612688||Brimbank|-37.7821|144.8456|Western Metropolitan|3755.0
Edithvale|43 Langrigg Av|3|h|1092000.0|S|Hodges|1/07/2017|1655916.2737137254|3196.0|||||796235.3510218475|||||South-Eastern Metropolitan|2546.0
Toorak|4 Nola Ct|4|h|4000000.0|S|Rodney|19/11/2016|3292328.581873717|3142.0|4.0|2.0|2.0|684.0|3581543.1432147827|1963.0|Stonnington|-37.8485|145.0169|Southern Metropolitan|7217.0
Reservoir|7/47 Storey Rd|2|u|432000.0|S|Love|10/09/2016|830622.1027452825|3073.0|2.0|1.0|1.0|137.0|666698.2885144092||Darebin|-37.7241|145.0114|Northern Metropolitan|21650.0
Brunswick West|4/22 Murray St|2|u|380000.0|PI|Brad|10/09/2016|-279492.7161539891|3055.0|2.0|1.0|1.0|0.0|304465.4329897707|1970.0|Moreland|-37.7594|144.9427|Northern Metropolitan|7082.0
Strathmore|34 Lind St|4|t|995000.0|SP|Nelson|18/03/2017|54326.23302473093|3041.0|4.0|3.0|1.0|260.0|1995750.808432691||Moonee Valley|-37.7319|144.9195|Western Metropolitan|3284.0
Yarraville|2/5 Jepson St|2|u|640000.0|PI|hockingstuart|3/09/2016|-158060.94781202474|3013.0|||||183959.77775314992|||||Western Metropolitan|6543.0
Brighton|686A Hampton St|4|t|2250000.0|SP|Marshall|27/11/2016|2004275.17367682|3186.0|4.0|2.0|2.0|230.0|1457409.0284168897|2012.0|Bayside|-37.9237|145.0056|Southern Metropolitan|10579.0
Avondale Heights|13 MacEy Av|4|h|1310000.0|S|Jellis|3/09/2016|1178911.4526352878|3034.0|||||1102057.614342844|||||Western Metropolitan|4502.0
Northcote|41 Johnson St|2|h|1340000.0|S|McGrath|28/08/2016|184360.5889590662|3070.0|2.0|1.0|1.0|297.0|1365670.2473950228|1910.0|Darebin|-37.7627|144.9986|Northern Metropolitan|11364.0
Camberwell|19 Ellsworth Cr|3|t|1175000.0|VB|Jellis|4/03/2017|1916256.8780821357|3124.0|||||1553835.4381094254|||||Southern Metropolitan|8920.0
Oak Park|19 Valdoone Ct|3|h|727500.0|S|Brad|13/08/2016|-173659.14020361414|3046.0|3.0|1.0|2.0|719.0|312750.4085643242||Moreland|-37.7152|144.9074|Northern Metropolitan|2651.0
Brighton East|174 South Rd|3|h|1680000.0|SP|Buxton|12/08/2017|613589.1759940707|3187.0|3.0|1.0|1.0|600.0|1509007.64700276||Glen Eira|-37.91236|145.07833|Southern Metropolitan|6938.0
Moonee Ponds|99 Eglinton St|4|h|1940000.0|PI|Frank|8/04/2017|1213763.3959576488|3039.0|4.0|2.0|3.0|675.0|1459977.6357440343|1920.0|Moonee Valley|-37.7686|144.912|Western Metropolitan|6232.0
Preston|342 Gilbert Rd|4|h|1315000.0|S|Barry|19/11/2016|2917885.5224926663|3072.0|4.0|3.0|2.0|836.0|1149614.9341111612|1941.0|Darebin|-37.7379|144.9903|Northern Metropolitan|14577.0
Hampton East|10a Roydon St|3|t|1020000.0|S|Buxton|14/05/2016|420567.4748508817|3188.0|2.0|2.0|2.0|221.0|551895.5387542858||Bayside|-37.9355|145.0257|Southern Metropolitan|2356.0
Doncaster East|14 Morello Cir|3|t|1120000.0|PI|Barry|29/07/2017|2867269.4726994867|3109.0|||||1813388.9917474315|||||Eastern Metropolitan|10999.0
Ormond|13/37 Murray Rd|2|h|695000.0|S|Buxton|17/06/2017|2993316.2347704875|3204.0|2.0|1.0|1.0|126.0|-306045.3445964926|1970.0|Glen Eira|-37.90552|145.03087|Southern Metropolitan|3578.0
Glen Waverley|2/51 Avonhurst Dr|2|u|656000.0|S|Harcourts|22/07/2017|316662.7600910082|3150.0|2.0|1.0|1.0|1970.0|1219635.8156236992|73.0|Port Phillip|-37.88374|144.98518|Eastern Metropolitan|15321.0
Forest Hill|35 Panorama Dr|4|h|945000.0|S|Ray|15/07/2017|1178893.0695731305|3131.0|3.0|1.0|2.0|1955.0|333433.940478027|116.0|Banyule|-37.76093|145.056|Eastern Metropolitan|4385.0
Hawthorn|3/35 Creswick St|2|u|815000.0|PI|Jellis|18/06/2016|478523.52823079115|3122.0|2.0|1.0|1.0|0.0|371742.39138433343|1940.0|Boroondara|-37.8184|145.0163|Southern Metropolitan|11308.0
Sunshine|1 Markstone Ct|2|h|710000.0|S|S&L|4/03/2017|771412.9345166552|3020.0|2.0|1.0|2.0|619.0|631328.6056091178||Brimbank|-37.7794|144.8395|Western Metropolitan|3755.0
Preston|1/40 Grandview Rd|3|u|691000.0|S|Miles|24/06/2017|1680190.8503999484|3072.0|3.0|1.0|1.0|170.0|957051.204985386||Darebin|-37.73698|144.98686|Northern Metropolitan|14577.0
West Footscray|5/19 Waratah St|3|u|597000.0|SP|Jas|27/05/2017|535483.3618791532|3012.0|3.0|1.0|1.0|126.0|684301.1072106494|1995.0|Maribyrnong|-37.80962|144.86876999999996|Western Metropolitan|5058.0
Hawthorn East|2/859 Toorak Rd|3|t|1465000.0|S|Jellis|3/06/2017|1510293.8226000753|3123.0|3.0|2.0|2.0|265.0|1951570.8547705237|2010.0|Boroondara|-37.84506|145.05246|Southern Metropolitan|6482.0
Essendon|1/7 Mary St|3|t|830000.0|VB|Nelson|27/05/2017|2240993.3889617897|3040.0|3.0|2.0|1.0|176.0|-492509.21744321455|2011.0|Moonee Valley|-37.74936|144.89668999999995|Western Metropolitan|9264.0
Abbotsford|124 Yarra St|3|h|1876000.0|S|Nelson|7/05/2016|2369256.140884936|3067.0|4.0|2.0|0.0|245.0|2197099.370038116|1910.0|Yarra|-37.8024|144.9993|Northern Metropolitan|4019.0
Glen Iris|18 Watson St|4|h|2340000.0|S|Marshall|13/05/2017|1875542.326928724|3146.0|4.0|2.0|2.0|586.0|2788472.9143497897||Boroondara|-37.8541|145.0738|Southern Metropolitan|10412.0
Coburg|31 Hardwick St|3|h|885000.0|S|Nelson|18/06/2016|-567284.2020333363|3058.0|3.0|1.0|2.0|255.0|739485.0065120303|1920.0|Moreland|-37.7493|144.9701|Northern Metropolitan|11204.0
Carnegie|3/16 Yendon Rd|3|t|808000.0|S|Gary|25/02/2017|1611771.016796594|3163.0|3.0|1.0|1.0|111.0|1170784.7650657566|1998.0|Glen Eira|-37.8889|145.0495|Southern Metropolitan|7822.0
Gowanbrae|6 Birk Ct|3|h|540000.0|VB|Brad|19/11/2016|1542489.9899824413|3043.0|3.0|2.0|1.0|367.0|512377.2771057344|2008.0|Moreland|-37.704|144.8989|Western Metropolitan|1071.0
Point Cook|49 Lindsay Gdns|4|h|596000.0|S|hockingstuart|15/07/2017|349267.6092461524|3030.0|3.0|2.0|2.0||-189076.63463321156||Greater Dandenong|-37.96814000000001|145.17888|Western Metropolitan|15542.0
Ivanhoe|14 Tate St|4|h|1601000.0|S|Nelson|3/12/2016|835091.6797975587|3079.0|4.0|3.0|2.0|610.0|1614918.3843592985||Banyule|-37.7662|145.04|Eastern Metropolitan|5549.0
Mont Albert|55 View St|4|h|2000000.0|S|Fletchers|18/06/2016|2131400.0574031724|3127.0|3.0|2.0|1.0|626.0|1504619.0332424787|1929.0|Whitehorse|-37.8197|145.1106|Eastern Metropolitan|2079.0
Essendon|26a Violet St|3|u|891000.0|S|Brad|15/10/2016|1051140.7631014718|3040.0|3.0|2.0|1.0|0.0|811327.0324624416||Moonee Valley|-37.7546|144.9134|Western Metropolitan|9264.0
Ringwood North|28 Through Rd|3|h|750000.0|S|Fletchers|24/06/2017|725248.8646043381|3134.0|3.0|1.0|1.0|446.0|581238.3603856935|1955.0|Maroondah|-37.7987|145.23032|Eastern Metropolitan|3619.0
Kingsville|4 Chirnside St|3|h|817000.0|S|Village|6/08/2016|1002393.7749480652|3012.0|2.0|1.0|1.0|259.0|176189.09161871462|1940.0|Maribyrnong|-37.8046|144.8831|Western Metropolitan|1808.0
Maribyrnong|110/44 Skyline Dr|2|u|570000.0|PI|McDonald|27/11/2016|716680.6926834951|3032.0|2.0|2.0|1.0|3014.0|448824.59531227045|2012.0|Maribyrnong|-37.7853|144.8944|Western Metropolitan|4918.0
Burwood|229 Highbury Rd|4|h|900000.0|S|Jellis|13/08/2016|1035098.4323978487|3125.0|3.0|1.0|4.0|586.0|424599.6529883891|1955.0|Whitehorse|-37.856|145.1196|Southern Metropolitan|5678.0
Sunshine North|46 Clayton St|3|h|595000.0|SA|GL|22/07/2017|-400170.2795272789|3020.0|4.0|2.0|2.0|1970.0|441082.00547398214|152.0|Knox|-37.89496|145.23404|Western Metropolitan|4217.0
Footscray|1/13 Essex St|3|h|853000.0|S|Village|8/10/2016|-646042.1057390231|3011.0|3.0|1.0|1.0|0.0|560773.0685982804|2010.0|Maribyrnong|-37.7962|144.8851|Western Metropolitan|7570.0
Pascoe Vale|2/7 Hazel Gr|3|u|515000.0|SP|hockingstuart|16/04/2016|965233.5344945554|3044.0|3.0|1.0|2.0|0.0|126910.34421186865||Moreland|-37.7305|144.9397|Northern Metropolitan|7485.0
Yarraville|113 Anderson St|3|t|1040000.0|S|Sweeney|12/11/2016|1283079.8321426106|3013.0|2.0|2.0|0.0|352.0|1112994.834575127|2016.0|Maribyrnong|-37.8164|144.8869|Western Metropolitan|6543.0
Viewbank|23 Diane Cr|4|h|1070000.0|VB|Miles|24/06/2017|2246268.416674553|3084.0|||||684979.8504882158|||||Eastern Metropolitan|2698.0
Heidelberg Heights|16 Eden St|3|h|725000.0|SP|Barry|10/12/2016|-3129611.9615778425|3081.0|3.0|2.0|1.0|665.0|60184.58572416963||Banyule|-37.7505|145.0477|Eastern Metropolitan|2947.0
Brunswick|37 Fourth Av|3|h|1037000.0|S|Nelson|8/07/2017|1122165.2705694037|3056.0|1.0|1.0|1.0|0.0|-374528.07238934096||Port Phillip|-37.86874|144.998|Northern Metropolitan|11918.0
Preston|8 Larne Gr|3|h|1030000.0|S|Barry|3/09/2016|-159136.22353784178|3072.0|||||1098690.1212578823|||||Northern Metropolitan|14577.0
Flemington|58/2 Newmarket Wy|1|u|350000.0|PI|Nelson|12/11/2016|147455.3345695923|3031.0|||||-244926.4906670052|||||Northern Metropolitan|3593.0
Prahran|4/2 Alfred St|2|u|830000.0|S|Williams|7/05/2016|1148698.4259332148|3181.0|2.0|1.0|1.0|727.0|465138.30660556967||Stonnington|-37.8503|144.9855|Southern Metropolitan|7717.0
Bentleigh|3/2 Scotts St|2|t|851000.0|S|hockingstuart|3/12/2016|556780.5434232592|3204.0|2.0|1.0|1.0|140.0|1634488.3903681238|1970.0|Glen Eira|-37.9204|145.0443|Southern Metropolitan|6795.0
Hoppers Crossing|50 Canberra Av|3|h|520000.0|S|YPA|3/06/2017|603896.8976175672|3029.0|||||1121594.1542809312|||||Western Metropolitan|13830.0
Docklands|1508/50 Lorimer St|2|u|800000.0|VB|RT|27/06/2016|10676.3913230733|3008.0|2.0|2.0|2.0|0.0|-10392.15990468231||Melbourne|-37.8249|144.9476|Southern Metropolitan|4707.0
Reservoir|2/19 Tambo Av|2|t|550000.0|S|Nelson|22/04/2017|1499340.0636182781|3073.0|||||621545.0352348603|||||Northern Metropolitan|21650.0
Malvern East|23 Darling Rd|3|h|1650000.0|S|RT|28/05/2016|2678326.025076686|3145.0|3.0|1.0|2.0|764.0|1490472.0162271906|1925.0|Stonnington|-37.8814|145.0583|Southern Metropolitan|8801.0
Bulleen|17 Estelle St|3|h|1100000.0|S|Barry|17/06/2017|2158683.579673833|3105.0|3.0|1.0|1.0|711.0|1268985.903538027||Manningham|-37.77918|145.09049|Eastern Metropolitan|4480.0
Templestowe Lower|78 Olympus Dr|4|h|1182500.0|S|Barry|27/11/2016|1083218.2794972118|3107.0|4.0|2.0|2.0|650.0|876567.5909847381|1975.0|Manningham|-37.7764|145.1216|Eastern Metropolitan|5420.0
Carlton North|122 Amess St|3|h|2210000.0|S|Nelson|14/05/2016|726140.6200214378|3054.0|2.0|2.0|1.0|190.0|2101962.716818726||Yarra|-37.7847|144.9741|Northern Metropolitan|3106.0
Bentleigh|8 Plym St|4|h|1107000.0|S|Woodards|22/04/2017|1119210.5091542294|3204.0|4.0|2.0|2.0|478.0|277226.3232221407||Glen Eira|-37.9321|145.0361|Southern Metropolitan|6795.0
Bentleigh East|71 Deakin St|5|h|1550000.0|PI|hockingstuart|27/11/2016|876249.9532049842|3165.0|5.0|3.0|2.0|583.0|1576406.1205302472|2007.0|Glen Eira|-37.9143|145.0699|Southern Metropolitan|10969.0
Richmond|101/18 Tanner St|2|u|635000.0|S|Biggin|4/03/2017|62731.287347691024|3121.0|2.0|2.0|1.0|2740.0|711462.1722047776|2003.0|Yarra|-37.8231|144.9906|Northern Metropolitan|14949.0
Coburg North|27 McMahons Rd|3|h|864000.0|S|Nelson|4/06/2016|2312621.6819703667|3058.0|3.0|1.0|2.0|565.0|650229.7731803119|1950.0|Moreland|-37.7283|144.969|Northern Metropolitan|3445.0
Preston|263 Tyler St|4|h|1200000.0|S|RW|8/04/2017|2136079.788771342|3072.0|4.0|3.0|2.0|466.0|1267111.7808378036||Darebin|-37.731|145.0115|Northern Metropolitan|14577.0
Richmond|601/10 Burnley St|1|u|362000.0|S|Biggin|27/11/2016|-295558.32148359576|3121.0|1.0|1.0|1.0|0.0|373672.1640113517||Yarra|-37.8127|145.0094|Northern Metropolitan|14949.0
Sunshine|13 Union St|3|h|735000.0|S|Bells|15/10/2016|1636084.795317694|3020.0|3.0|1.0|1.0|490.0|985935.620802506||Brimbank|-37.7892|144.8432|Western Metropolitan|3755.0
Fawkner|4 Lord St|3|h|585000.0|S|hockingstuart|6/08/2016|803395.2088848831|3060.0|0.0|1.0|1.0|605.0|1023580.6083955014|1960.0|Moreland|-37.6985|144.9615|Northern Metropolitan|5070.0
Brighton|1/119 Roslyn St|3|t|1725000.0|PI|Buxton|4/03/2017|981033.5580012872|3186.0|3.0|2.0|2.0|411.0|1988619.5119675072|1997.0|Bayside|-37.918|145.0035|Southern Metropolitan|10579.0
Moonee Ponds|36 Aberfeldie St|3|h|1850000.0|SP|McDonald|17/06/2017|40392.685802095104|3039.0|3.0|2.0|2.0|596.0|2249509.022820541|1950.0|Moonee Valley|-37.76086|144.90497|Western Metropolitan|6232.0
South Melbourne|10 Coote St|3|t|1185000.0|S|Parkinson|23/04/2016|1153061.912648773|3205.0|3.0|2.0|1.0|111.0|1318859.8312446414||Port Phillip|-37.8341|144.9541|Southern Metropolitan|5943.0
Brighton East|8 Thomas St|2|h|1310000.0|S|Buxton|24/09/2016|1424584.9443415748|3187.0|4.0|3.0|2.0|302.0|1673894.5851987044|2018.0|Glen Eira|-37.9182|145.0231|Southern Metropolitan|6938.0
Balwyn|2 Birtles Ct|5|h|3000000.0|VB|Jellis|18/06/2016|3108680.231969993|3103.0|5.0|5.0|2.0|671.0|2132820.318672964||Boroondara|-37.8025|145.0665|Southern Metropolitan|5682.0
West Footscray|4/667 Barkly St|1|u|375000.0|S|Burnham|8/04/2017|-585911.8046806235|3012.0|1.0|1.0|1.0|60.0|548317.1393008064|1982.0|Maribyrnong|-37.7971|144.8703|Western Metropolitan|5058.0
Brunswick East|189 Glenlyon Rd|3|h|1125000.0|S|Collins|18/03/2017|946918.0211386034|3057.0|3.0|1.0|2.0|369.0|783743.4530370535||Moreland|-37.7727|144.9736|Northern Metropolitan|5533.0
South Yarra|906/700 Chapel St|2|u|666000.0|S|hockingstuart|15/07/2017|999272.5423203346|3141.0|2.0|1.0|1.0|1970.0|1333105.7705520592||Darebin|-37.71377|145.00214|Southern Metropolitan|14887.0
Camberwell|19/1295 Toorak Rd|2|u|430000.0|VB|Jellis|4/06/2016|857923.2016678808|3124.0|2.0|1.0|1.0|0.0|453479.6092607464|2011.0|Boroondara|-37.8493|145.0877|Southern Metropolitan|8920.0
Flemington|25 Elm St|3|h|1220000.0|SP|Nelson|12/08/2017|1112522.2961399243|3031.0|3.0|2.0|2.0|727.0|1000967.7682697243||Nillumbik|-37.70559|145.13446000000005|Northern Metropolitan|3593.0
Oakleigh South|2/36 Cleek Av|3|t|935000.0|S|Buxton|28/05/2016|1223678.8868499482|3167.0|||||1508468.668968044|||||South-Eastern Metropolitan|3692.0
Richmond|74 Hunter St|3|h|1250000.0|VB|Jellis|27/05/2017|1372068.6875403158|3121.0|3.0|1.0|1.0|111.0|1012738.766028638||Yarra|-37.82137|145.00512|Northern Metropolitan|14949.0
Murrumbeena|14/24 Rosella St|1|u|256500.0|S|Gary|18/06/2016|-403087.55973256216|3163.0|1.0|1.0|1.0|0.0|462510.7620952834|1966.0|Glen Eira|-37.8944|145.0733|Southern Metropolitan|4442.0
Altona North|81 Fifth Av|4|h|840000.0|S|hockingstuart|26/07/2016|397012.10246252257|3025.0|||||1248089.6102793592|||||Western Metropolitan|5132.0
Parkdale|22 Keith St|4|h|1300000.0|SP|Buxton|17/06/2017|2557521.520379676|3195.0|4.0|2.0|2.0|597.0|1529253.933412034|1970.0|Kingston|-37.99232|145.08469|South-Eastern Metropolitan|5087.0
Hillside|4 Whitmore Pl|3|h|485000.0|SP|Brad|3/06/2017|2758185.015441163|3037.0|3.0|2.0|1.0|453.0|519037.2243794361|1997.0|Melton|-37.68811|144.74999|Western Metropolitan|5556.0
Carnegie|68 Leila Rd|4|h|1410000.0|PI|Ray|25/02/2017|2009483.808464888|3163.0|4.0|3.0|3.0|650.0|2057546.0027161548||Glen Eira|-37.9011|145.05100000000004|Southern Metropolitan|7822.0
Toorak|18/76 Mathoura Rd|1|u|552000.0|S|Nelson|8/04/2017|262508.15121771005|3142.0|1.0|1.0|1.0|0.0|808336.3883760686||Stonnington|-37.8428|145.0081|Southern Metropolitan|7217.0
Reservoir|2 Churchill Av|3|h|641000.0|S|Jason|18/03/2017|2465446.666778112|3073.0|||||1728144.0195384375|||||Northern Metropolitan|21650.0
Toorak|4 Leighton Ct|3|h|2400000.0|PI|Marshall|20/05/2017|2692003.0807130807|3142.0|3.0|2.0|1.0|224.0|2320189.2838252992|1950.0|Stonnington|-37.8445|145.0124|Southern Metropolitan|7217.0
Fitzroy North|21 Reid St|1|h|899000.0|S|Jellis|22/05/2016|1326416.2284211207|3068.0|2.0|1.0|0.0|153.0|1365591.1327436091||Yarra|-37.7851|144.9784|Northern Metropolitan|6244.0
Beaumaris|3 Wells Rd|4|h|1823000.0|S|Hodges|1/07/2017|1803702.9381115097|3193.0|4.0|2.0|3.0|728.0|2073993.9591606024||Bayside|-37.98713|145.04887|Southern Metropolitan|5366.0
Port Melbourne|14/200 Bay St|1|u|400000.0|VB|Greg|28/05/2016|1129216.8888976742|3207.0|1.0|1.0|1.0|0.0|1260568.638485872|2000.0|Melbourne|-37.8392|144.9421|Southern Metropolitan|8648.0
Templestowe Lower|30 Waratah Dr|3|h|940000.0|S|Jellis|23/04/2016|1045096.7094560972|3107.0|3.0|1.0|1.0|661.0|1235601.3914468414||Manningham|-37.7611|145.1168|Eastern Metropolitan|5420.0
Clayton|1/30 Morton St|3|u|696000.0|S|Harcourts|15/07/2017|-139325.43351102388|3168.0|||||569420.6183812999|||||South-Eastern Metropolitan|5837.0
Footscray|5/248 Gordon St|2|u|395000.0|S|Sweeney|15/07/2017|35780.69392934884|3011.0|3.0|1.0|2.0|725.0|155247.0989744036||Manningham|-37.78707|145.15161|Western Metropolitan|7570.0
Brunswick|21/10 Breese St|3|u|627000.0|S|Nelson|7/11/2016|599020.1022332101|3056.0|3.0|2.0|2.0|0.0|1139932.2981574272||Moreland|-37.7634|144.9616|Northern Metropolitan|11918.0
Parkdale|45 Eighth St|5|h|1485000.0|S|Buxton|27/05/2017|-315539.8938577243|3195.0|5.0|2.0|2.0|693.0|1593591.9196428356|1940.0|Kingston|-37.98928|145.07798|South-Eastern Metropolitan|5087.0
Bentleigh East|4 Adrian St|3|h|780000.0|VB|hockingstuart|22/05/2016|-866023.3245515025|3165.0|3.0|1.0|1.0|710.0|505673.5204902903|1966.0|Glen Eira|-37.9324|145.0577|Southern Metropolitan|10969.0
Brunswick West|1/19 Hopetoun Av|3|t|775000.0|S|Walshe|15/10/2016|2144301.6197255515|3055.0|||||1368368.6364928046|||||Northern Metropolitan|7082.0
Northcote|210/231 St Georges Rd|2|u|555000.0|S|McGrath|17/06/2017|566826.7575585324|3070.0|||||968009.7215326581|||||Northern Metropolitan|11364.0
